Date,Open,High,Low,Close,Volume,Ticker,CountryCode,Name,Exchange,Sector
12/30/2024,52.32,52.32,52.32,52.32,"26,837",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/27/2024,52.80,52.80,52.80,52.32,"123,844",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/26/2024,51.00,52.80,51.00,52.32,"331,07",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/24/2024,55.00,55.00,55.00,55.00,"96,548",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/23/2024,55.80,55.80,55.00,55.00,"236,623",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/20/2024,59.00,59.00,57.01,61.91,"110,732",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/19/2024,62.00,62.90,61.00,61.91,"2,290,191",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/18/2024,63.00,63.00,60.00,60.52,"303,818",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/17/2024,60.00,60.00,59.00,60.00,"409,837",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/16/2024,59.50,59.60,59.30,59.30,"521,69",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/13/2024,57.45,57.45,56.00,56.77,"275,134",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/12/2024,56.70,57.00,56.70,56.79,"145,931",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/11/2024,56.60,58.50,56.60,56.60,"270,157",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/10/2024,57.00,57.00,57.00,57.00,"174,972",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/09/2024,56.00,57.00,56.00,56.67,"362,684",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/06/2024,56.00,56.00,55.60,55.62,"507,751",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/05/2024,54.00,54.54,54.00,54.54,"589,355",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/04/2024,53.20,53.20,53.20,52.79,102,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/03/2024,52.00,53.20,52.00,52.79,"329,096",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
12/02/2024,52.00,52.40,52.00,52.11,"163,909",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/29/2024,52.40,52.40,52.39,52.40,"328,575",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/28/2024,52.50,52.50,52.00,52.39,"95,31",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/27/2024,52.28,53.00,52.00,52.39,"352,818",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/26/2024,51.79,52.00,51.70,51.71,"401,757",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/25/2024,52.00,52.30,51.90,51.79,"112,263",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/22/2024,49.99,51.00,49.99,51.79,"368,366",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/21/2024,49.00,49.00,49.00,49.90,"96,741",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/20/2024,48.52,48.52,48.52,49.90,"64,523",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/19/2024,49.00,49.00,48.52,49.90,"98,986",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/18/2024,49.90,49.90,49.90,49.90,"71,291",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/15/2024,49.99,49.99,48.00,49.90,"108,355",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/14/2024,48.90,48.90,48.00,49.90,"152,082",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/13/2024,49.90,49.90,49.90,49.90,"8,923",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/12/2024,49.90,49.90,49.90,49.90,"96,295",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/11/2024,49.50,50.00,49.50,49.90,"179,353",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/08/2024,49.10,49.10,49.10,49.15,"161,518",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/07/2024,46.84,46.84,46.84,46.84,"127,776",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/06/2024,46.84,46.84,46.84,46.84,"56,454",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/05/2024,49.20,49.20,49.20,46.84,"151,861",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
11/04/2024,48.50,48.50,48.50,46.84,"69,114",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/30/2024,46.84,46.84,46.84,46.84,"44,714",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/29/2024,46.84,46.84,46.84,46.84,29,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/28/2024,47.00,47.00,47.00,46.84,"66,882",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/25/2024,48.00,48.00,48.00,46.84,"119,472",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/24/2024,46.84,46.84,46.84,46.84,"51,555",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/23/2024,46.84,46.84,46.84,46.84,"7,575",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/22/2024,46.84,46.84,46.84,46.84,"14,83",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/21/2024,46.84,46.84,46.84,46.84,"6,752",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/18/2024,46.84,46.84,46.84,46.84,"7,33",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/17/2024,46.84,46.84,46.84,46.84,"18,865",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/16/2024,46.84,46.84,46.84,46.84,624,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/15/2024,46.84,46.84,46.84,46.84,"28,2",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/14/2024,46.84,46.84,46.84,46.84,"21,676",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/11/2024,48.00,48.00,46.84,46.84,"30,864",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/10/2024,48.49,48.49,46.84,46.84,"56,097",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/09/2024,46.84,46.84,46.84,46.84,"1,836",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/08/2024,45.61,47.00,45.61,46.84,"234,102",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/07/2024,50.51,50.51,50.51,50.51,3,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/04/2024,50.51,50.51,50.51,50.51,"50,2",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/03/2024,50.51,50.51,50.51,50.51,"43,879",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/02/2024,50.51,50.51,50.51,50.51,"22,501",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
10/01/2024,50.51,50.51,50.51,50.51,"67,188",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/30/2024,50.51,50.51,50.51,50.51,"57,106",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/27/2024,47.00,50.51,47.00,50.51,"63,874",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/26/2024,50.51,50.51,50.51,50.51,"23,134",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/25/2024,50.51,50.51,50.51,50.51,"17,503",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/24/2024,48.00,50.51,48.00,50.51,"116,616",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/23/2024,50.51,50.51,50.51,50.51,"20,157",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/17/2024,50.51,50.51,50.51,50.51,2,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/16/2024,50.51,50.51,50.51,50.51,"2,631",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/13/2024,50.51,50.51,50.51,50.51,"15,472",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/12/2024,50.51,50.51,50.51,50.51,"1,461",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/11/2024,49.00,50.51,49.00,50.51,"123,317",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/10/2024,50.51,50.51,50.51,50.51,"3,76",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/09/2024,50.51,50.51,50.51,50.51,"29,975",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/06/2024,50.00,50.51,50.00,50.51,"133,998",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/05/2024,51.00,51.00,51.00,50.51,"154,017",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/04/2024,49.28,49.28,49.28,49.28,"27,498",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/03/2024,49.28,49.28,49.28,49.28,"2,85",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
09/02/2024,49.28,49.28,49.28,49.28,"50,243",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/30/2024,49.28,49.28,48.05,49.28,"143,998",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/29/2024,49.28,49.28,49.28,49.28,"100,608",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/28/2024,48.00,49.28,48.00,49.28,"100,765",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/27/2024,49.28,49.28,49.28,49.28,"105,506",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/26/2024,49.28,49.28,49.28,49.28,"71,887",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/23/2024,49.28,49.28,49.28,49.28,"47,387",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/22/2024,49.28,49.28,49.28,49.28,"9,983",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/21/2024,49.28,49.28,49.28,49.28,"24,653",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/20/2024,50.00,50.00,49.28,49.28,"122,311",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/19/2024,49.28,49.28,49.28,49.28,"10,522",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/16/2024,48.00,48.00,48.00,49.28,"48,649",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/14/2024,49.28,49.28,49.28,49.28,"1,792",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/13/2024,49.28,49.28,49.28,49.28,"27,609",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/12/2024,49.28,49.28,49.28,49.28,"28,133",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/09/2024,49.10,49.28,49.10,49.28,"47,804",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/08/2024,49.28,49.28,49.28,49.28,"9,653",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/07/2024,49.28,49.28,49.28,49.28,"6,627",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/06/2024,49.28,49.28,49.28,49.28,"14,23",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/05/2024,49.28,49.28,49.28,49.28,"1,206",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/02/2024,49.28,49.28,49.28,49.28,"26,852",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
08/01/2024,49.28,49.28,49.28,49.28,"19,85",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/31/2024,49.28,49.28,49.28,49.28,"4,19",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/30/2024,49.28,49.28,49.28,49.28,"34,881",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/29/2024,48.10,49.28,48.10,49.28,"82,103",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/26/2024,48.79,49.28,48.79,49.28,"75,234",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/25/2024,49.28,49.28,49.28,49.28,"47,427",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/24/2024,49.57,49.57,49.57,49.28,"178,53",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/23/2024,49.58,49.58,49.58,49.58,"3,1",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/22/2024,49.58,49.58,49.58,49.58,"27,625",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/19/2024,49.00,49.58,49.00,49.58,"23,314",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/18/2024,49.40,49.58,49.40,49.58,"41,222",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/17/2024,49.58,49.58,49.58,49.58,"37,92",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/15/2024,50.00,50.00,49.58,49.58,"18,809",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/12/2024,49.60,49.60,49.60,49.58,"138,308",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/11/2024,49.58,49.58,49.00,49.58,"103,535",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/10/2024,49.20,50.00,49.20,49.58,"255,337",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/09/2024,48.00,49.00,48.00,48.31,"173,297",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/08/2024,47.80,47.80,47.80,47.78,"112,2",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/05/2024,48.70,48.70,47.78,47.78,"120,134",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/04/2024,48.76,48.76,47.78,47.78,"63,18",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/03/2024,47.78,47.78,47.78,47.78,"22,727",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/02/2024,47.78,47.78,47.78,47.78,"31,969",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
07/01/2024,47.78,47.78,47.78,47.78,"17,578",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/28/2024,47.78,47.78,47.78,47.78,"19,673",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/27/2024,47.78,47.78,47.78,47.78,"17,537",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/26/2024,48.00,48.00,47.71,47.78,"218,712",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/25/2024,48.19,48.19,48.19,48.19,"4,041",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/24/2024,48.19,48.19,48.19,48.19,"50,468",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/21/2024,48.19,48.19,48.19,48.19,"94,722",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/19/2024,48.19,48.19,48.19,48.19,"74,747",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/18/2024,49.90,49.90,48.19,48.19,"57,749",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/17/2024,48.25,48.25,48.25,48.19,"56,445",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/14/2024,48.19,48.19,48.19,48.19,"46,585",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/13/2024,49.02,49.02,48.19,48.19,"42,48",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/12/2024,48.19,48.19,48.19,48.19,"17,065",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/11/2024,47.00,49.00,47.00,48.19,"205,997",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/10/2024,49.50,50.35,49.10,50.35,"146,279",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/07/2024,49.88,51.80,49.50,50.35,"241,098",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/06/2024,51.00,51.98,49.98,50.38,"398,466",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/05/2024,51.00,51.00,51.00,51.00,"20,095",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/04/2024,50.01,51.00,50.00,51.00,"110,077",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
06/03/2024,51.00,51.00,51.00,51.00,"29,27",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/31/2024,51.50,51.50,50.00,51.00,"138,539",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/30/2024,52.00,52.00,51.00,51.00,"114,388",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/29/2024,51.00,51.00,51.00,51.00,"5,667",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/28/2024,51.80,51.80,51.00,51.00,"80,086",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/27/2024,50.84,51.00,50.84,51.00,"355,385",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/24/2024,50.84,50.84,50.10,50.84,"118,671",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/23/2024,51.00,51.00,50.84,50.84,"146,613",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/22/2024,51.00,51.00,50.49,50.84,"248,046",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/20/2024,48.71,49.89,48.71,49.89,"45,123",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/17/2024,49.89,49.89,49.89,49.89,"6,531",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/16/2024,50.00,50.00,49.89,49.89,"64,99",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/15/2024,49.89,49.89,49.89,49.89,"20,034",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/14/2024,49.89,49.89,49.89,49.89,"22,669",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/13/2024,49.89,49.89,49.89,49.89,847,CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/10/2024,49.89,49.89,49.89,49.89,"81,847",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/09/2024,50.80,50.80,49.89,49.89,"67,413",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/08/2024,50.80,50.80,49.89,49.89,"59,586",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/07/2024,50.00,50.70,49.41,49.89,"1,054,346",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/06/2024,49.50,49.50,49.46,49.41,"206,443",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/03/2024,48.50,49.39,48.20,48.26,"641,934",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
05/02/2024,48.10,48.50,48.00,48.21,"295,746",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/30/2024,48.24,48.24,48.24,48.24,"35,793",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/29/2024,48.24,48.24,48.24,48.24,"23,449",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/26/2024,48.30,48.30,48.30,48.24,"86,027",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/25/2024,48.14,49.10,48.14,48.24,"327,281",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/24/2024,49.50,49.50,49.50,48.14,"342,12",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/23/2024,47.00,49.06,47.00,49.06,"92,704",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/22/2024,48.00,49.06,48.00,49.06,"53,502",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/19/2024,49.00,49.00,49.00,49.06,"65,581",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/18/2024,49.06,49.06,49.06,49.06,"6,456",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/17/2024,49.06,49.06,49.06,49.06,"4,678",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
04/16/2024,49.00,49.00,49.00,49.06,"50,889",CUPRUM,cl,A.F.P. Cuprum S.A. (CUPRUM),XSGO,INVESTMENT ADVISORS
